contract_id,supplier_id,sku,contract_unit_price,rebate_pct,late_penalty_pct,payment_days,start_date,end_date,auto_renew,minimum_volume
CON-90255,SUP-105,CAT-SERV-05,100.73,1.5,0.0,30,2026-01-01,2026-12-31,No,689
CON-90256,SUP-106,FAC-CLEAN-02,69.06,0.0,0.0,30,2026-01-01,2026-12-31,No,411
CON-90257,SUP-110,MRO-FLT-02,128.06,0.0,0.0,30,2026-01-01,2026-12-31,No,690
CON-90258,SUP-107,LOG-EXP-01,187.81,0.0,1.0,45,2026-01-01,2026-12-31,No,626
CON-90259,SUP-101,IT-ACCESS-05,104.46,2.0,1.0,30,2026-01-01,2026-12-31,No,372
CON-90260,SUP-100,FAC-CLEAN-01,79.07,0.0,0.0,30,2026-01-01,2026-12-31,No,392
CON-90261,SUP-108,FAC-CLEAN-01,79.66,0.0,0.0,30,2026-01-01,2026-12-31,No,153
CON-90262,SUP-102,OFF-SUP-05,12.36,1.5,0.0,45,2026-01-01,2026-12-31,No,518
CON-90263,SUP-109,OFF-SUP-01,11.27,1.5,0.0,45,2026-01-01,2026-12-31,No,374
CON-90264,SUP-100,FAC-CLEAN-03,70.07,2.0,2.0,30,2026-01-01,2026-12-31,No,608
CON-90265,SUP-102,PKG-BOX-03,13.0,2.0,2.0,30,2026-01-01,2026-12-31,No,433
CON-90266,SUP-110,FAC-CLEAN-03,71.15,1.5,0.0,60,2026-01-01,2026-12-31,No,178
CON-90267,SUP-105,PKG-BOX-05,17.67,2.0,0.0,60,2026-01-01,2026-12-31,No,453
CON-90268,SUP-106,OFF-SUP-04,11.56,0.0,0.0,30,2026-01-01,2026-12-31,No,390
CON-90269,SUP-111,MRO-FLT-04,149.38,2.0,0.0,45,2026-01-01,2026-12-31,No,374
CON-90270,SUP-107,MRO-FLT-04,150.45,0.0,0.0,30,2026-01-01,2026-12-31,No,344
CON-90271,SUP-104,SEC-ACC-05,315.82,2.0,0.0,45,2026-01-01,2026-12-31,No,230
CON-90272,SUP-110,LOG-EXP-03,234.94,2.0,0.0,30,2026-01-01,2026-12-31,No,43
CON-90273,SUP-101,LOG-EXP-02,243.99,0.0,0.0,30,2026-01-01,2026-12-31,No,204
CON-90274,SUP-104,OFF-SUP-03,9.99,0.0,0.0,45,2026-01-01,2026-12-31,No,388
CON-90275,SUP-101,SEC-ACC-01,329.66,2.0,0.0,45,2026-01-01,2026-12-31,No,301
CON-90276,SUP-106,SEC-ACC-04,284.03,0.0,0.0,45,2026-01-01,2026-12-31,No,159
CON-90277,SUP-109,IT-ACCESS-04,117.39,0.0,1.0,60,2026-01-01,2026-12-31,No,587
CON-90278,SUP-107,MRO-FLT-01,162.45,1.5,0.0,45,2026-01-01,2026-12-31,No,203
CON-90279,SUP-104,SEC-ACC-02,336.64,0.0,0.0,60,2026-01-01,2026-12-31,No,82
CON-90280,SUP-111,FAC-CLEAN-02,65.95,0.0,0.0,60,2026-01-01,2026-12-31,No,217
CON-90281,SUP-101,IT-ACCESS-02,125.91,0.0,0.0,60,2026-01-01,2026-12-31,No,392
CON-90282,SUP-110,OFF-SUP-05,12.21,1.5,2.0,45,2026-01-01,2026-12-31,No,131
CON-90283,SUP-102,FAC-CLEAN-05,59.23,1.5,0.0,30,2026-01-01,2026-12-31,No,500
CON-90284,SUP-108,MRO-FLT-01,147.35,0.0,0.0,60,2026-01-01,2026-12-31,No,273
CON-90285,SUP-110,IT-ACCESS-05,90.5,0.0,0.0,30,2026-01-01,2026-12-31,No,57
CON-90286,SUP-102,CAT-SERV-04,77.74,1.5,1.0,45,2026-01-01,2026-12-31,No,481
CON-90287,SUP-108,OFF-SUP-04,10.48,1.5,0.0,45,2026-01-01,2026-12-31,No,695
CON-90288,SUP-104,MRO-FLT-05,162.07,0.0,0.0,45,2026-01-01,2026-12-31,No,29
CON-90289,SUP-109,LOG-EXP-01,194.73,0.0,0.0,45,2026-01-01,2026-12-31,No,42
CON-90290,SUP-103,LOG-EXP-04,212.84,3.0,2.0,30,2026-01-01,2026-12-31,No,81
CON-90291,SUP-109,MRO-FLT-01,146.36,2.0,0.0,30,2026-01-01,2026-12-31,No,381
CON-90292,SUP-108,SEC-ACC-01,299.67,2.0,0.0,30,2026-01-01,2026-12-31,No,568
CON-90293,SUP-101,OFF-SUP-02,12.39,2.0,0.0,60,2026-01-01,2026-12-31,No,43
CON-90294,SUP-111,LOG-EXP-02,219.54,0.0,0.0,30,2026-01-01,2026-12-31,No,301
CON-90295,SUP-102,CAT-SERV-01,86.76,1.5,0.0,45,2026-01-01,2026-12-31,No,203
CON-90296,SUP-104,LOG-EXP-01,190.61,0.0,1.0,60,2026-01-01,2026-12-31,No,361
CON-90297,SUP-108,LOG-EXP-01,189.95,1.5,0.0,30,2026-01-01,2026-12-31,No,679
CON-90298,SUP-103,SEC-ACC-03,262.62,2.0,0.0,45,2026-01-01,2026-12-31,No,417
CON-90299,SUP-102,MRO-FLT-04,145.68,1.5,0.0,45,2026-01-01,2026-12-31,No,574
CON-90300,SUP-103,CAT-SERV-03,84.86,2.0,0.0,45,2026-01-01,2026-12-31,No,628
CON-90301,SUP-108,FAC-CLEAN-02,75.7,0.0,2.0,60,2026-01-01,2026-12-31,No,90
CON-90302,SUP-110,IT-ACCESS-04,122.26,0.0,0.0,30,2026-01-01,2026-12-31,No,97
CON-90303,SUP-106,FAC-CLEAN-03,67.79,1.5,0.0,45,2026-01-01,2026-12-31,No,630
CON-90304,SUP-105,OFF-SUP-02,12.74,0.0,0.0,60,2026-01-01,2026-12-31,No,83
CON-90305,SUP-105,MRO-FLT-02,124.48,0.0,0.0,60,2026-01-01,2026-12-31,No,221
CON-90306,SUP-103,LOG-EXP-01,198.25,2.0,0.0,30,2026-01-01,2026-12-31,No,446
CON-90307,SUP-103,MRO-FLT-04,141.35,0.0,0.0,45,2026-01-01,2026-12-31,No,677
CON-90308,SUP-109,CAT-SERV-05,88.42,2.0,0.0,30,2026-01-01,2026-12-31,No,331
CON-90309,SUP-110,OFF-SUP-04,10.98,2.0,1.0,30,2026-01-01,2026-12-31,No,611
CON-90310,SUP-101,IT-ACCESS-02,112.45,0.0,0.0,60,2026-01-01,2026-12-31,No,398
CON-90311,SUP-108,LOG-EXP-04,219.44,2.0,0.0,30,2026-01-01,2026-12-31,No,498
CON-90312,SUP-102,LOG-EXP-02,244.78,0.0,0.0,30,2026-01-01,2026-12-31,No,681
CON-90313,SUP-107,OFF-SUP-05,11.66,0.0,0.0,60,2026-01-01,2026-12-31,No,49
CON-90314,SUP-101,PKG-BOX-03,15.7,2.0,2.0,60,2026-01-01,2026-12-31,No,240
CON-90315,SUP-104,IT-ACCESS-04,120.61,0.0,1.0,60,2026-01-01,2026-12-31,No,281
CON-90316,SUP-107,PKG-BOX-05,17.31,0.0,0.0,45,2026-01-01,2026-12-31,No,645
CON-90317,SUP-103,CAT-SERV-05,90.02,1.5,0.0,30,2026-01-01,2026-12-31,No,162
CON-90318,SUP-103,SEC-ACC-04,304.04,1.5,0.0,30,2026-01-01,2026-12-31,No,114
CON-90319,SUP-108,FAC-CLEAN-02,72.65,0.0,1.0,60,2026-01-01,2026-12-31,No,67
