invoice_id,supplier_id,po_id,sku,category,uom,quantity,unit_price,currency,invoice_date
INV-10251,SUP-102,PO-70251,CAT-SERV-04,Catering,EA,293,80.33,EGP,2026-08-15
INV-10252,SUP-110,PO-70252,FAC-CLEAN-05,Facilities,EA,705,66.66,EGP,2026-09-15
INV-10253,SUP-108,PO-70253,LOG-EXP-01,Logistics,EA,198,204.52,EGP,2026-09-15
INV-10254,SUP-104,PO-70254,SEC-ACC-05,Security,EA,654,302.05,EGP,2026-09-08
INV-10255,SUP-105,PO-70255,CAT-SERV-05,Catering,EA,771,100.73,EGP,2026-08-02
INV-10256,SUP-106,PO-70256,FAC-CLEAN-02,Facilities,EA,411,76.2,EGP,2026-08-20
INV-10257,SUP-110,PO-70257,MRO-FLT-02,MRO,EA,690,145.81,EGP,2026-08-09
INV-10258,SUP-107,PO-70258,LOG-EXP-01,Logistics,EA,626,187.81,EGP,2026-09-12
INV-10259,SUP-101,PO-70259,IT-ACCESS-05,IT Peripherals,EA,372,104.46,EGP,2026-08-18
INV-10260,SUP-100,PO-70260,FAC-CLEAN-01,Facilities,EA,392,79.07,EGP,2026-09-01
INV-10261,SUP-108,PO-70261,FAC-CLEAN-01,Facilities,EA,153,79.66,EGP,2026-08-26
INV-10262,SUP-102,PO-70262,OFF-SUP-05,Office Supplies,EA,518,13.01,EGP,2026-08-15
INV-10263,SUP-109,PO-70263,OFF-SUP-01,Office Supplies,EA,374,11.27,EGP,2026-09-09
INV-10264,SUP-100,PO-70264,FAC-CLEAN-03,Facilities,EA,608,70.07,EGP,2026-08-04
INV-10265,SUP-102,PO-70265,PKG-BOX-03,Packaging,EA,433,18.07,EGP,2026-08-24
INV-10266,SUP-110,PO-70266,FAC-CLEAN-03,Facilities,EA,178,71.15,EGP,2026-08-04
INV-10267,SUP-105,PO-70267,PKG-BOX-05,Packaging,EA,453,18.77,EGP,2026-09-02
INV-10268,SUP-106,PO-70268,OFF-SUP-04,Office Supplies,EA,390,12.82,EGP,2026-09-14
INV-10269,SUP-111,PO-70269,MRO-FLT-04,MRO,EA,374,149.38,EGP,2026-08-31
INV-10269-DUP,SUP-111,PO-70269,MRO-FLT-04,MRO,EA,374,149.38,EGP,2026-09-01
INV-10270,SUP-107,PO-70270,MRO-FLT-04,MRO,EA,344,181.74,EGP,2026-08-25
INV-10271,SUP-104,PO-70271,SEC-ACC-05,Security,EA,230,346.02,EGP,2026-08-24
INV-10272,SUP-110,PO-70272,LOG-EXP-03,Logistics,EA,43,234.94,EGP,2026-08-09
INV-10273,SUP-101,PO-70273,LOG-EXP-02,Logistics,EA,204,243.99,EGP,2026-08-25
INV-10274,SUP-104,PO-70274,OFF-SUP-03,Office Supplies,EA,388,9.99,EGP,2026-09-01
INV-10275,SUP-101,PO-70275,SEC-ACC-01,Security,EA,301,329.66,EGP,2026-08-15
INV-10276,SUP-106,PO-70276,SEC-ACC-04,Security,EA,159,284.03,EGP,2026-09-04
INV-10277,SUP-109,PO-70277,IT-ACCESS-04,IT Peripherals,EA,587,117.39,EGP,2026-08-12
INV-10278,SUP-107,PO-70278,MRO-FLT-01,MRO,EA,203,162.45,EGP,2026-08-17
INV-10279,SUP-104,PO-70279,SEC-ACC-02,Security,EA,82,336.64,EGP,2026-08-05
INV-10280,SUP-111,PO-70280,FAC-CLEAN-02,Facilities,EA,217,65.95,EGP,2026-09-03
INV-10281,SUP-101,PO-70281,IT-ACCESS-02,IT Peripherals,EA,392,125.91,EGP,2026-09-15
INV-10282,SUP-110,PO-70282,OFF-SUP-05,Office Supplies,EA,131,12.21,EGP,2026-09-09
INV-10282-DUP,SUP-110,PO-70282,OFF-SUP-05,Office Supplies,EA,131,12.21,EGP,2026-09-10
INV-10283,SUP-102,PO-70283,FAC-CLEAN-05,Facilities,EA,500,59.23,EGP,2026-08-26
INV-10284,SUP-108,PO-70284,MRO-FLT-01,MRO,EA,273,147.35,EGP,2026-08-14
INV-10285,SUP-110,PO-70285,IT-ACCESS-05,IT Peripherals,EA,57,114.81,EGP,2026-09-04
INV-10286,SUP-102,PO-70286,CAT-SERV-04,Catering,EA,527,77.74,EGP,2026-09-13
INV-10287,SUP-108,PO-70287,OFF-SUP-04,Office Supplies,EA,695,10.48,EGP,2026-08-24
INV-10288,SUP-104,PO-70288,MRO-FLT-05,MRO,EA,29,162.07,EGP,2026-08-02
INV-10289,SUP-109,PO-70289,LOG-EXP-01,Logistics,EA,42,194.73,EGP,2026-08-18
INV-10290,SUP-103,PO-70290,LOG-EXP-04,Logistics,EA,81,212.84,EGP,2026-09-04
INV-10291,SUP-109,PO-70291,MRO-FLT-01,MRO,EA,381,171.59,EGP,2026-09-08
INV-10292,SUP-108,PO-70292,SEC-ACC-01,Security,EA,568,365.26,EGP,2026-09-15
INV-10293,SUP-101,PO-70293,OFF-SUP-02,Office Supplies,EA,48,12.39,EGP,2026-08-28
INV-10294,SUP-111,PO-70294,LOG-EXP-02,Logistics,EA,301,219.54,EGP,2026-08-13
INV-10295,SUP-102,PO-70295,CAT-SERV-01,Catering,EA,203,86.76,EGP,2026-08-16
INV-10296,SUP-104,PO-70296,LOG-EXP-01,Logistics,EA,361,190.61,EGP,2026-08-27
INV-10297,SUP-108,PO-70297,LOG-EXP-01,Logistics,EA,679,259.79,EGP,2026-08-07
INV-10298,SUP-103,PO-70298,SEC-ACC-03,Security,EA,417,321.19,EGP,2026-08-26
INV-10299,SUP-102,PO-70299,MRO-FLT-04,MRO,EA,574,145.68,EGP,2026-08-12
INV-10300,SUP-103,PO-70300,CAT-SERV-03,Catering,EA,628,84.86,EGP,2026-08-28
INV-10301,SUP-108,PO-70301,FAC-CLEAN-02,Facilities,EA,90,75.7,EGP,2026-09-10
INV-10302,SUP-110,PO-70302,IT-ACCESS-04,IT Peripherals,EA,97,154.4,EGP,2026-08-17
INV-10303,SUP-106,PO-70303,FAC-CLEAN-03,Facilities,EA,630,71.91,EGP,2026-08-02
INV-10304,SUP-105,PO-70304,OFF-SUP-02,Office Supplies,EA,83,15.16,EGP,2026-08-07
INV-10305,SUP-105,PO-70305,MRO-FLT-02,MRO,EA,221,124.48,EGP,2026-08-12
INV-10306,SUP-103,PO-70306,LOG-EXP-01,Logistics,EA,446,198.25,EGP,2026-08-25
INV-10307,SUP-103,PO-70307,MRO-FLT-04,MRO,EA,677,192.06,EGP,2026-08-03
INV-10308,SUP-109,PO-70308,CAT-SERV-05,Catering,EA,331,88.42,EGP,2026-08-06
INV-10309,SUP-110,PO-70309,OFF-SUP-04,Office Supplies,EA,611,10.98,EGP,2026-09-04
INV-10310,SUP-101,PO-70310,IT-ACCESS-02,IT Peripherals,EA,398,112.45,EGP,2026-08-30
INV-10310-DUP,SUP-101,PO-70310,IT-ACCESS-02,IT Peripherals,EA,398,112.45,EGP,2026-08-31
INV-10311,SUP-108,PO-70311,LOG-EXP-04,Logistics,EA,498,219.44,EGP,2026-09-10
INV-10312,SUP-102,PO-70312,LOG-EXP-02,Logistics,EA,681,244.78,EGP,2026-08-15
INV-10313,SUP-107,PO-70313,OFF-SUP-05,Office Supplies,EA,49,14.01,EGP,2026-09-04
INV-10314,SUP-101,PO-70314,PKG-BOX-03,Packaging,EA,240,15.7,EGP,2026-08-28
INV-10315,SUP-104,PO-70315,IT-ACCESS-04,IT Peripherals,EA,281,120.61,EGP,2026-08-14
INV-10316,SUP-107,PO-70316,PKG-BOX-05,Packaging,EA,645,17.31,EGP,2026-08-19
INV-10317,SUP-103,PO-70317,CAT-SERV-05,Catering,EA,162,90.02,EGP,2026-08-23
INV-10318,SUP-103,PO-70318,SEC-ACC-04,Security,EA,114,361.48,EGP,2026-08-18
INV-10319,SUP-108,PO-70319,FAC-CLEAN-02,Facilities,EA,67,72.65,EGP,2026-09-03
